"ind","altura","d1","d2","ar","arp","prot","volume","biov","biomassa"
1,160.48,32,93.84,8069.95,8069.95,100,126161.696347867,126161.696347867,0.014256271687309
2,173.63,54,114.09,10792.44,4052.35,37.5480428892818,280049.45504636,105153.089492007,0.0118822991125968
3,216.91,60,73.97,11049.84,11049.84,100,252031.642724895,252031.642724895,0.0284795756279131
4,207.02,66,103.06,13114.13,4034.47,30.764297746019,368650.650541113,113412.783775104,0.0128156445665868
