"ind","altura","d1","d2","ar","arp","prot","volume","biov","biomassa"
1,175.89,64,130.11,17343.25,17343.25,100,766885.315936834,766885.315936834,0.0866580407008622
2,275.93,82,227.88,44868.27,44868.27,100,2699713.0538887,2699713.0538887,0.305067575089424
3,211.25,79,170.45,26367.24,26367.24,100,1489427.73553954,1489427.73553954,0.168305334115968
4,295.84,126,288.87,62709.42,62709.42,100,5638044.54379438,5638044.54379438,0.637099033448765
