"ind","altura","d1","raio","ar","arp","prot","volume","biov","biomassa"
173,60,141.51,70.76,15728.25,10000.12,63.58062722,584993.857,371942.7634,0.042029532
174,60,123.97,61.98,12069.91,12069.81,99.99917149,475152.1036,475148.1669,0.053691743
175,54,127.4,63.7,12746.86,8216.43,64.45846271,426633.4032,275001.3331,0.031075151
176,30,96.19,48.1,7266.95,7266.95,100,123163.4696,123163.4696,0.013917472
177,47,117.73,58.86,10885.22,7991.43,73.41542018,310136.6883,227688.1528,0.025728761
178,66,138.81,69.41,15133.98,15133.98,100,650000.8209,650000.8209,0.073450093
179,42,109.15,54.58,9357.08,9357.08,100,235325.724,235325.724,0.026591807
180,39,114.87,57.43,10362.97,10362.97,100,233110.8733,233110.8733,0.026341529
181,60,180.75,90.38,25660.08,25660.08,100,882964.508,882964.508,0.099774989
182,53,149.13,74.57,17467.72,14516.95,83.10729735,540891.096,449519.9715,0.050795757
183,41,112.49,56.24,9937.93,9937.93,100,239788.5126,239788.5126,0.027096102
184,27,83.26,41.63,5444.26,5444.26,100,83807.53885,83807.53885,0.009470252
185,52,139.11,69.55,15198.54,12397.34,81.56928231,468731.6925,382341.0775,0.043204542
186,23,68.45,34.23,3679.96,3679.96,100,48701.91709,48701.91709,0.005503317
187,69,136.53,68.26,14639.85,8804.54,60.14091674,677018.7216,407165.2657,0.046009675
188,32,99.08,49.54,7709.78,7709.78,100,140519.4148,140519.4148,0.015878694
189,44,96.26,48.13,7278.21,7278.21,100,204707.0103,204707.0103,0.023131892
190,58,125.73,62.86,12414.79,6415.93,51.67973039,462155.5329,238840.7334,0.026989003
191,44,140.49,70.24,15500.7,6701.35,43.23256369,385592.1725,166701.3816,0.018837256
192,69,196.96,98.48,30467.62,17414.32,57.15681107,1223157.765,699117.9726,0.079000331
193,56,141.47,70.73,15718.49,15718.49,100,532015.6926,532015.6926,0.060117773
194,42,108.12,54.06,9181.89,9181.89,100,231598.6993,231598.6993,0.026170653
195,58,160.94,80.47,20342.65,12471.3,61.30617201,692111.3115,424306.9511,0.047946685
196,56,113.78,56.89,10166.91,7559.2,74.35100734,376647.2779,280041.0452,0.031644638
197,78,184.03,92.02,26600.19,18472.7,69.44574456,1285952.945,893039.5976,0.100913475
198,35,95.92,47.96,7225.63,4761.08,65.89155548,148907.2863,98117.32713,0.011087258
199,38,90.29,45.14,6402.66,6402.66,100,150356.9566,150356.9566,0.016990336
200,66,169.94,84.97,22682.21,7712.4,34.00197776,899038.1454,305690.7503,0.034543055
201,63,128.46,64.23,12961.57,11035.94,85.14354357,539183.776,459080.1732,0.05187606
202,48,109.53,54.77,9422.28,9422.28,100,284081.876,284081.876,0.032101252
203,35,105.17,52.59,8687.7,8687.7,100,174502.0419,174502.0419,0.019718731
204,64,139.12,69.56,15201.2,15201.12,99.99947373,623686.761,623683.4786,0.070476233
205,53,146.57,73.29,16872.88,16872.88,100,525134.717,525134.717,0.059340223
206,56,131.96,65.98,13677.22,13677.22,100,474893.9041,474893.9041,0.053663011
207,32,101.83,50.92,8144.79,4728.66,58.05748215,147487.9599,85627.796,0.009675941
208,47,146.86,73.43,16938.23,16938.23,100,452436.4927,452436.4927,0.051125324
209,36,98.18,49.09,7570.4,7570.4,100,160701.5931,160701.5931,0.01815928
210,60,171.95,85.98,23222.17,18465.28,79.51573862,809829.739,643942.0985,0.072765457
212,44,106.41,53.2,8892.87,6783.68,76.28223509,240214.3844,183240.9014,0.020706222
213,36,134.53,67.27,14215.39,10609.19,74.63171957,280326.0473,209212.1495,0.023640973
214,58,149.34,74.67,17516.72,17516.72,100,610132.8712,610132.8712,0.068945014
215,53,149.46,74.73,17544.7,12418.11,70.77983665,542879.8247,384249.4531,0.043420188
216,42,135.47,67.74,14414.03,14414.03,100,341525.2379,341525.2379,0.038592352
217,27,72.66,36.33,4146.39,4146.39,100,66283.61565,66283.61565,0.007490049
218,80,182.39,91.2,26128.38,16222.18,62.08643628,1313282.909,815370.5567,0.092136873
219,60,123.29,61.64,11938.24,11938.24,100,471190.794,471190.794,0.05324456
220,44,102.8,51.4,8300.32,6377.09,76.82944754,227201.4049,174557.5842,0.019725007
221,30,73.38,36.69,4229.03,4229.03,100,77573.27867,77573.27867,0.00876578
222,56,132.63,66.32,13815.74,13815.74,100,478850.7274,478850.7274,0.054110132
223,42,134.1,67.05,14123.35,14123.35,100,335389.371,335389.371,0.037898999
224,56,169.4,84.7,22538.73,22538.73,100,723018.239,723018.239,0.081701061
225,40,112.88,56.44,10007.87,5431.33,54.27058905,233659.5309,126808.4038,0.01432935
226,51,103.97,51.99,8490.21,8490.21,100,285991.6908,285991.6908,0.032317061
227,53,138.27,69.14,15016.11,15016.11,100,475925.6289,475925.6289,0.053779596
228,40,105.84,52.92,8797.96,8797.96,100,209472.585,209472.585,0.023670402
229,42,128.38,64.19,12944.85,7490.37,57.86370642,310626.4757,179739.9919,0.020310619
230,48,114.09,57.05,10223.51,4018.85,39.30988477,303304.623,119228.6978,0.013472843
231,72,160.18,80.09,20150.9,15674.74,77.7867986,920884.661,716326.6966,0.080944917
232,54,150.92,75.46,17889.25,7854.21,43.90463547,565448.0776,248257.9172,0.028053145
233,42,105.36,52.68,8718.69,4389.63,50.34735723,221880.7316,111711.0845,0.012623353
234,36,95.51,47.76,7164.87,7164.87,100,153417.5309,153417.5309,0.017336181
235,46,107.19,53.6,9024.5,9024.5,100,258555.4211,258555.4211,0.029216763
236,109,250.4,125.2,49245.09,5947.13,12.07659484,3361905.782,406003.7403,0.045878423
237,48,144.51,72.25,16401.14,16401.14,100,451489.2759,451489.2759,0.051018288
238,59,144.89,72.44,16487.58,16487.51,99.99957544,593863.6303,593861.1089,0.067106305
239,45,127.13,63.56,12693.58,12693.58,100,333274.776,333274.776,0.03766005
240,45,123.52,61.76,11982.75,8282.47,69.11994325,317329.7481,219338.1418,0.02478521
