"species","ind","altura","d1","d2","ar","arp","prot","volume","biov","biomassa"
"smosesi",1,1006.2,302.5,601.78,410068.75,410068.75,100,95906063.2234321,95906063.2234321,10.8373851442478
"smosesi",2,452.78,104,292.79,98267.22,53987.5,54.9394803272139,7218973.31554004,3966066.42451794,0.448165505970527
"santillarum",1,513.71,270,1025.36,365003.59,365003.59,100,111698678.94745,111698678.94745,12.6219507210618
"santillarum",2,688.58,230,419.43,191816.17,191816.17,100,52171294.4318663,52171294.4318663,5.89535627080089
