"ind","altura","d1","d2","ar","arp","prot","volume","biov","biomassa"
215,191.71,84,183.81,25682.84,25682.84,100,1549857.648,1549857.648,0.175133914
216,120.28,55,105.63,9693.57,9693.57,100,365882.8144,365882.8144,0.041344758
217,183.9,77,168.64,22152.44,13697.19,61.83151833,1250350.207,773110.5174,0.087361488
218,99.58,36,84.32,6383.62,4323.94,67.73492156,158271.9098,107205.354,0.012114205
219,149.6,82,145.37,16064.36,16064.36,100,933724.7243,933724.7243,0.105510894
220,223.76,100,200.48,34764.33,34764.33,100,2348832.943,2348832.943,0.265418123
221,229.08,97,184.51,32301.71,24000.04,74.2995959,2146730.071,1595011.768,0.18023633
222,103.81,35,97.16,6780.04,3793.96,55.95778196,184838.8951,103431.7459,0.011687787
223,236.94,118,213.67,38025.04,22438.81,59.01061511,3127969.89,1845834.272,0.208579273
224,115.45,38,107.59,8820.03,5483.18,62.16736224,247142.8575,153642.1955,0.017361568
225,108.65,55,107.44,8935.45,3338.76,37.36532575,336168.52,125610.4626,0.014193982
226,133.28,50,117.87,12158.04,9719.68,79.94446473,411279.3404,328795.0672,0.037153843
227,125.88,60,108.65,10813.09,6896.4,63.77825395,429671.2919,274036.8477,0.030966164
228,257.96,129,222.08,41488.11,10316.87,24.86705227,3869458.112,962220.1714,0.108730879
229,151.41,74,131.92,15446.67,5326.04,34.48018246,773919.0629,266848.705,0.030153904
230,106.23,56,105.17,8267.29,8267.29,100,327586.2804,327586.2804,0.03701725
231,136.76,56,128.9,12571.05,6907.92,54.95101841,516890.6292,284036.6648,0.032096143
232,268.02,166,259.61,47605.2,47605.2,100,6047770.892,6047770.892,0.683398111
233,218.05,90,204.6,32435.85,8513.7,26.24780914,2102339.51,551818.0619,0.062355441
234,97.16,36,90.97,6366.59,6366.59,100,166604.537,166604.537,0.018826313
235,125.88,70,124.06,10550.88,7310.85,69.29137664,572380.9531,396610.642,0.044817003
236,196.75,96,194.18,26739.54,18228.23,68.1695721,1920388.485,1309120.613,0.147930629
237,151.41,60,143.56,16540.16,16540.16,100,682869.7614,682869.7614,0.077164283
238,113.03,40,94.6,7613.54,5383.2,70.70561132,223946.0866,158342.4496,0.017892697
239,154.59,56,132.52,14771.45,6022.37,40.77033737,600688.716,244902.8161,0.027674018
240,119.08,47,116.66,9810.34,6416.75,65.40802867,341867.0767,223608.5156,0.025267762
241,136.3,62,120.28,12052.51,3388.02,28.11049317,532205.7803,149605.6695,0.016905441
242,173.93,77,149.6,18803.1,2372.97,12.62009988,1049048.188,132390.9291,0.014960175
243,241.17,103,192.97,33527.37,13588.05,40.52823111,2509856.706,1017200.527,0.11494366
244,110.46,50,103.81,7888.56,6289.85,79.73381707,300201.4991,239362.1141,0.027047919
245,254.77,102,239.51,46821.59,17986.38,38.41471424,3258897.732,1251896.251,0.141464276
246,137.36,58,114.84,11409.51,6856.39,60.09364118,479049.1588,287878.0826,0.032530223
247,173.32,72,150.36,18990.75,10794.88,56.84283138,982453.7534,558454.5304,0.063105362
248,122.7,47,101.4,8761.87,3128.47,35.70550579,306181.5364,109323.6662,0.012353574
249,180.73,105,171.66,21168.74,9594.14,45.32220623,1705639.63,773033.5108,0.087352787
250,172.87,80,149.6,19128.61,19128.61,100,1083277.78,1083277.78,0.122410389
251,190.55,100,175.89,22851.42,11754.84,51.44030437,1754885.253,902718.3153,0.10200717
252,205.21,88,181.48,26431.15,14148.17,53.52839358,1715965.632,918528.8374,0.103793759
253,234.52,104,200.98,34690.8,15295.95,44.09223771,2566638.409,1131688.308,0.127880779
254,116.05,59,100.19,8916.18,6948.31,77.9292253,359186.6241,279911.3535,0.031629983
255,191.76,86,169.24,22726.09,8633.08,37.98752887,1461363.013,555135.6966,0.062730334
256,150.2,60,126.48,13814.63,4784.08,34.63053299,596817.6556,206681.1351,0.023354968
257,215.64,89,188.74,27686,10120.89,36.55598497,1896626.887,693330.6398,0.078346362
258,135.09,60,113.64,11372.53,3381.47,29.73366524,482285.605,143401.1873,0.016204334
259,149,64,124.06,14172.71,10646.16,75.11732054,619436.2849,465303.9397,0.052579345
260,136.3,61,125.88,12567.22,8291.45,65.97680314,548000.617,361553.2883,0.040855522
261,213.07,101,189.95,28973.71,5907.11,20.38782745,2140334.244,436367.6524,0.049309545
262,146.58,78,140.53,14373.01,4883.02,33.9735379,841273.0734,285810.2264,0.032296556
263,155.04,78,122.1,14097.93,9352.48,66.33938458,773130.2191,512889.8293,0.057956551
264,169.7,83,158.67,19368.99,8929.17,46.10033874,1170181.907,539457.8228,0.060958734
265,178.92,67,156.4,19412.51,5838.62,30.07658464,981678.0113,295255.2179,0.03336384
266,149.6,60,148.39,16165.2,8842.75,54.70238537,697406.6772,381498.0881,0.043109284
267,216.84,79,179.52,27443.31,4764.01,17.35945846,1610193.065,279520.7963,0.03158585
