"species","ind","d_one","altura","d_two","ar","arp","prot","volume","biov","biomassa"
"blowmani",104,167.28,26.5,97.77,10599.57,10599.57,100,47430.3347,47430.3347,0.005359628
"blowmani",105,144.01,28,136.15,9275.81,9275.81,100,54787.76941,54787.76941,0.006191018
"blowmani",106,186.92,28,163.65,16436.08,3550.98,21.60478654,87028.97789,18802.4249,0.002124674
"blowmani",107,144.01,36,113.03,9342.17,6986.25,74.78187616,61070.57461,45669.72147,0.005160679
"blowmani",108,183.3,22.5,102.6,10898.85,10898.85,100,46569.16219,46569.16219,0.005262315
"blowmani",109,198.56,35.5,104.42,13845.96,13845.96,100,81731.21879,81731.21879,0.009235628
"blowmani",110,171.66,31,89.18,10971.7,4915.47,44.80135257,52779.2284,23645.8082,0.002671976
"bordinaria",1,203.55,30,145.07,19107.59,10767.02,56.3494402,93882.493,52902.25925,0.005977955
"bordinaria",2,204.76,36,105.93,14976.45,9048.49,60.41812312,86881.79548,52492.35016,0.005931636
"bordinaria",3,176.8,32,116.36,14223.15,14223.15,100,70764.07348,70764.07348,0.00799634
"bordinaria",4,106.08,34,120.13,9014.63,9014.63,100,41174.84772,41174.84772,0.004652758
"bordinaria",5,134.64,24,93.99,9111.93,9111.93,100,32319.87136,32319.87136,0.003652145
"bordinaria",6,165.16,36,104.87,12637.43,12637.43,100,67454.88317,67454.88317,0.007622402
"bordinaria",7,134.34,31,92.63,8892.21,8892.21,100,41176.63561,41176.63561,0.00465296
"bordinaria",8,211.4,32.5,118.17,17210.94,10629.82,61.76199557,89399.83767,55215.12378,0.006239309
"bordinaria",9,159.42,41.5,117.56,12498.82,9232.18,73.8644128,82068.47239,60619.39522,0.006849992
"bordinaria",10,138.57,26,104.72,10406.06,10406.06,100,39570.60854,39570.60854,0.004471479
"bordinaria",11,157.46,28.5,108.5,12299.03,10065.16,81.83702292,51934.15752,42501.3684,0.004802655
"bordinaria",13,177.56,38.5,114.54,14386.46,8071.83,56.10713129,84492.00564,47406.04053,0.005356883
"bordinaria",14,139.32,26,97.01,9684.51,3324.28,34.32574286,37415.87167,12843.2759,0.00145129
"bordinaria",15,127.84,45,93.99,8345.27,1823.29,21.84818466,57222.28927,12502.03143,0.00141273
"bordinaria",16,159.27,48,141.14,15355.37,3528.37,22.97808519,109643.9959,25194.09078,0.002846932
"bordinaria",17,174.38,36,129.05,15419.85,5962.46,38.66743191,85336.01615,32997.24594,0.003728689
"bordinaria",19,147.79,44,124.06,12182.7,6801.5,55.82916759,82983.95895,46329.25352,0.005235206
"bordinaria",22,168.94,36,105.48,12576.71,1845.14,14.67108648,69576.6281,10207.64728,0.001153464
"bordinaria",23,242.84,46,142.95,22978.35,15328.63,66.70901087,174651.5411,116508.3155,0.01316544
"bordinaria",24,188.44,30.5,99.28,12943.59,2661.84,20.56492828,63330.43628,13023.8588,0.001471696
"bordinaria",25,186.62,35,114.39,15093.44,12727.17,84.32252687,81229.13864,68494.46226,0.007739874
"bordinaria",26,143.56,26,85.38,8824.27,2802.9,31.76353398,34799.1413,11053.43707,0.001249038
"bordinaria",27,132.68,25,124.82,10164.57,6296.93,61.94979227,41366.39198,25626.3939,0.002895783
"bordinaria",28,130.11,20,84.77,7765.05,3517.25,45.29590923,23741.67858,10754.00918,0.001215203
"bordinaria",29,164.26,35,126.63,13289.91,4329.73,32.57907691,76090.33855,24789.52992,0.002801217
"bordinaria",30,159.88,44,104.72,11816.66,10322.91,87.35894914,79392.77864,69356.69712,0.007837307
"bordinaria",31,201.13,27,103.51,14738.63,2715.59,18.42498251,62550.85808,11524.98466,0.001302323
"bordinaria",32,127.99,33,88.7,7694.74,2645.52,34.38088876,39976.46248,13744.2631,0.001553102
"bordinaria",33,185.87,37.5,109.86,14961.44,10565.79,70.62014084,83718.6577,59122.23398,0.006680812
"bordinaria",34,154.59,24,88.55,9563.12,9563.12,100,36054.95926,36054.95926,0.00407421
"bordinaria",35,165.16,25,91.27,10920.53,10920.53,100,41559.97309,41559.97309,0.004696277
"bordinaria",36,165.32,29,89.31,10918.65,9680.86,88.66352525,47378.02364,42007.02596,0.004746794
"bordinaria",37,153.83,38,94.14,10485.64,5808.6,55.3957603,59906.46908,33185.64401,0.003749978
"bordinaria",38,179.07,45,102.6,13309.32,11286.41,84.80080124,90878.75631,77065.91351,0.008708448
"bordinaria",39,168.2,29.5,83.19,10184.66,10184.66,100,46180.3174,46180.3174,0.005218376
"bordinaria",40,169.24,27.5,87.95,10695.08,6867.56,64.21232941,45509.96215,29223.00681,0.0033022
"bordinaria",41,134.34,35,99.58,9160.37,7030.12,76.74493498,49357.04042,37879.02857,0.00428033
"bordinaria",42,192.36,40,109.4,14735.16,7830.17,53.13936191,92546.01227,49178.36039,0.005557155
"bordinaria",43,185.56,40,125.72,15602.94,4132.87,26.48776449,99877.56835,26455.33508,0.002989453
"bordinaria",44,187.53,36,95.8,12854.72,10210.87,79.43284646,72092.24881,57264.92531,0.006470937
"bordinaria",45,146.58,49.5,82.96,8821.53,8821.53,100,66421.17825,66421.17825,0.007505593
"bordinaria",46,153.23,32,90.36,10253.83,10253.83,100,48462.9558,48462.9558,0.005476314
"bordinaria",47,166.68,24,86.13,10629.49,5733.39,53.93852386,38325.61006,20672.26833,0.002335966
"bordinaria",48,163.65,22,79.94,9845.57,8373.74,85.05084012,32228.96874,27411.00868,0.003097444
"bordinaria",49,172.87,30,96.41,11641.78,8851.14,76.02909521,55088.13783,41883.01276,0.00473278
"bordinaria",50,142.8,27,83.72,7926.4,2395.27,30.21888878,35325.0922,10674.85032,0.001206258
"bordinaria",51,127.08,27,84.17,7817.94,3770.33,48.22664282,31027.40424,14963.47542,0.001690873
"bordinaria",52,137.51,31.5,92.78,9013.9,9013.9,100,43055.9944,43055.9944,0.004865327
"bordinaria",53,141.59,27.5,103.21,10259.91,5540.77,54.00407996,42442.67006,22920.77348,0.002590047
"bordinaria",54,133.73,31.5,92.78,8929.36,8929.93,100.0063834,41677.31906,41679.9795,0.004709838
"bordinaria",55,105.63,27,89.16,6927.93,6927.93,100,26099.35684,26099.35684,0.002949227
"bordinaria",56,130.11,31.5,83.72,8180.28,8180.28,100,37058.72065,37058.72065,0.004187635
"bordinaria",57,195.39,30,111.67,15281.99,13522.04,88.48350248,71857.23521,63581.79849,0.007184743
"bordinaria",58,141.74,27,128.29,11184.43,11184.43,100,49525.02501,49525.02501,0.005596328
"bordinaria",59,165.47,40,89.76,11001.81,11001.81,100,65778.68226,65778.68226,0.007432991
"bordinaria",60,142.95,34.5,98.98,10107.86,10107.86,100,52078.43161,52078.43161,0.005884863
"bordinaria",61,143.56,25.5,97.77,9147.55,9147.55,100,38250.95423,38250.95423,0.004322358
"bordinaria",62,174.68,27.5,97.16,11598.18,5711.35,49.243502,51430.2633,25326.06274,0.002861845
"bordinaria",63,163.65,31.5,99.58,11659.5,11659.5,100,55873.91749,55873.91749,0.006313753
"bordinaria",64,127.69,30.5,90.97,7812.72,7812.72,100,37604.8096,37604.8096,0.004249343
"bordinaria",65,121.04,31.5,97.16,8114.47,8114.47,100,38438.1607,38438.1607,0.004343512
"bordinaria",66,180.12,31.5,98.37,13181.91,9002.08,68.2911657,61668.25059,42113.96719,0.004758878
"bordinaria",67,133.88,27.5,94.14,8478,8478,100,36851.69219,36851.69219,0.004164241
"bordinaria",68,142.35,27,85.53,8579.32,8579.32,100,35846.7638,35846.7638,0.004050684
"bordinaria",69,136.91,32,84.92,8017.76,8017.76,100,40407.60047,40407.60047,0.004566059
"bordinaria",70,128.75,36,95.96,8993.92,8993.92,100,46857.77108,46857.77108,0.005294928
"bordinaria",71,136.3,35,80.69,8031.1,5532.37,68.88682746,42119.77251,29014.97501,0.003278692
"bordinaria",72,137.36,32,90.97,9174.54,9174.54,100,42976.33255,42976.33255,0.004856326
"bordinaria",73,134.94,36,91.57,8947.78,8947.78,100,47648.55009,47648.55009,0.005384286
"bordinaria",74,161.84,30,87.95,10162.71,10162.71,100,47219.66836,47219.66836,0.005335823
"bordinaria",75,174.68,37.5,113.64,13523.49,7636.44,56.46796796,80213.55301,45294.96341,0.005118331
"bordinaria",76,158.21,32.5,95.96,10416.25,10416.25,100,53742.97139,53742.97139,0.006072956
"bordinaria",77,115.45,24,74.5,5816.62,5816.62,100,22270.01686,22270.01686,0.002516512
"bordinaria",78,90.36,26,89.76,5719.18,5719.18,100,20812.73936,20812.73936,0.00235184
"bordinaria",79,183.15,31.5,112.28,14506.15,14506.15,100,70405.35358,70405.35358,0.007955805
"bordinaria",80,184.96,35.5,96.56,12645.29,5304.19,41.94597356,70482.00833,29564.36458,0.003340773
"bordinaria",81,202.79,12.5,123.31,15023.65,6790.54,45.19900291,33978.72064,15358.04293,0.001735459
"bordinaria",82,169.28,27,113.87,12337.83,10774.46,87.32864693,55724.0796,48663.08473,0.005498929
"bordinaria",83,111.53,24,97.09,7061.26,7061.26,100,26467.76707,26467.76707,0.002990858
"bordinaria",84,143.65,27,81.75,8759.2,8759.2,100,34844.93665,34844.93665,0.003937478
"bordinaria",85,72.37,21,64.07,3187.08,3187.08,100,9893.930101,9893.930101,0.001118014
"bordinaria",86,177.71,31.5,92.78,11656.03,6802.81,58.36301039,57723.15275,33688.96964,0.003806854
"bordinaria",87,135.55,35.5,124.52,10453.64,5164.54,49.40422666,60306.80105,29794.10868,0.003366734
"bordinaria",88,135.68,28,103.92,9687.22,9687.22,100,41311.58537,41311.58537,0.004668209
"bordinaria",89,170.45,31.5,95.96,10902.95,8200.98,75.21799146,56703.15758,42650.97623,0.00481956
"bordinaria",90,155.19,30,97.62,10435.76,5329.13,51.06604598,49218.95663,25134.17502,0.002840162
"bordinaria",91,155.8,31.5,141.74,13386.69,13386.69,100,70095.77548,70095.77548,0.007920823
"bordinaria",92,153.83,31.5,127.69,12832.19,12832.19,100,63676.71955,63676.71955,0.007195469
"bordinaria",93,169.85,30,116.05,13595.28,8795.85,64.6978216,63160.73396,40863.61898,0.004617589
"bpaula",1,147.48,40,92.03,9805.11,9547.84,97.37616406,58956.70621,57409.77896,0.006487305
"bpaula",2,214.58,36,80.39,13247.29,9951.62,75.1219306,71468.43214,53688.466,0.006066797
"bpaula",3,142.04,39,105.48,9310.4,6796.65,73.00062296,61593.7462,44963.81843,0.005080911
"bpaula",4,144.46,22,85.38,8420.65,3076.64,36.53684692,29645.10127,10831.38527,0.001223947
"bpaula",5,158.52,32,100.04,9346.98,6816.44,72.92665652,54935.96937,40062.96569,0.004527115
"bpaula",6,129.8,28,135.24,9588.14,6880.97,71.76543104,47794.87918,34300.20106,0.003875923
"bpaula",7,143.86,32,106.68,9925.74,7376.99,74.32181379,51725.74429,38443.51135,0.004344117
"bpaula",8,154.89,34,104.87,10198.69,6499.29,63.72671392,59122.64071,37676.91611,0.004257492
"bpaula",9,151.11,28,80.39,9068.59,9068.59,100,37717.09063,37717.09063,0.004262031
"bpaula",10,213.97,40,108.5,14410.39,9732.48,67.53793617,103598.2212,69968.10052,0.007906395
"bpaula",11,166.98,30,98.07,11375.66,6628.27,58.26712472,53741.49684,31313.62499,0.00353844
"bpaula",12,187.24,32,104.14,14061.25,8910.2,63.36705485,68771.0152,43578.16692,0.004924333
"bpaula",13,167.58,44,104.27,10859.94,8130.61,74.86790903,83513.0775,62524.49489,0.007065268
"bpaula",14,135.4,44,86.59,8591.41,8591.41,100,55881.55652,55881.55652,0.006314616
"bpaula",15,130.56,32,155.49,12414.68,10045.14,80.91340252,60601.60188,49034.81806,0.005540934
"bpaula",16,166.37,32,103.66,11160.86,8334.05,74.67211308,59852.2344,44692.92815,0.005050301
"bpaula",17,204.15,35,87.8,14197,9197.86,64.78734944,71268.88434,46173.22114,0.005217574
"bpaula",18,191.46,36,90.82,12702.42,9132.39,71.89488302,70386.3108,50604.15581,0.00571827
"bpaula",19,184.05,28,87.19,12032.9,8565.93,71.18757739,50504.41885,35952.87226,0.004062675
"bpaula",20,200.98,33,89,13421.43,11079.56,82.55126317,66848.09226,55183.94456,0.006235786
"bpaula",21,166.68,27,81.75,10005.26,10005.26,100,41192.7583,41192.7583,0.004654782
"bpaula",22,245.86,17,120.59,22004.74,16061.68,72.99190992,56382.23405,41154.46949,0.004650455
"bpaula",23,164.71,36,150.81,13781.22,7643.76,55.46504591,89995.62403,49916.11419,0.005640521
"bpaula",24,167.28,26,150.2,13844,8021.51,57.942141,65989.63518,38235.80746,0.004320646
"bpaula",25,196.75,30,129.05,14322.99,6537.53,45.64361212,81891.82232,37378.38574,0.004223758
"bpaula",26,179.52,30,135.09,15471.84,5098.35,32.9524478,76345.34381,25157.65957,0.002842816
"bpaula",27,180.12,24,87.95,10705.77,5244.5,48.98760201,42576.23165,20857.07491,0.002356849
"bstriatula",1,248.25,48,121.45,19240.65,19240.65,100,162160.6555,162160.6555,0.018324154
"bstriatula",2,227.27,45,117.72,17723.79,9294.38,52.44013837,133983.511,70261.13854,0.007939509
"bstriatula",3,260.76,44,101.16,20683.49,20683.49,100,133161.4232,133161.4232,0.015047241
"bstriatula",4,382.92,45,125.35,34774.48,7398.47,21.27557335,251171.9122,53438.26442,0.006038524
"bstriatula",5,304.43,42,109.34,25560.79,25560.79,100,161412.178,161412.178,0.018239576
"bstriatula",6,304.16,36,122.64,24687.08,24687.08,100,153424.6614,153424.6614,0.017336987
"bstriatula",7,166.98,36,104.87,12203.08,12203.08,100,68312.52043,68312.52043,0.007719315
"bstriatula",8,120.38,53,104.09,8024.17,8024.17,100,68167.78272,68167.78272,0.007702959
"bstriatula",9,171.58,35,78.49,10011.68,10011.68,100,53227.90001,53227.90001,0.006014753
"bstriatula",10,191.04,26,86.95,11612.7,7610.34,65.53463019,48750.21124,31948.27065,0.003610155
"bstriatula",11,174.38,44,104.7,12318.29,12318.29,100,87711.79529,87711.79529,0.009911433
"bstriatula",12,222.05,36,164.12,19182.81,8278.63,43.15650314,138132.6584,59613.22507,0.006736294
"bstriatula",13,319.67,48,134.42,31988.27,5077.6,15.87331856,234775.6544,37266.68753,0.004211136
"bstriatula",14,220.39,30,97.69,14871.74,14871.74,100,73113.57805,73113.57805,0.008261834
"bstriatula",15,261.31,36,111.38,20248.24,12263.21,60.56432559,119085.3899,72123.26326,0.008149929
"bstriatula",16,199.73,30,110.04,15170.69,10572.48,69.6901723,72742.43315,50694.327,0.005728459
"bstriatula",17,279.97,66,148.55,27387.94,27387.94,100,304753.1661,304753.1661,0.034437108
"bstriatula",18,255.64,56,113.26,21273.05,21273.05,100,183775.0802,183775.0802,0.020766584
"bstriatula",19,287.52,48,117.6,22865.47,22865.47,100,185282.3507,185282.3507,0.020936906
"bstriatula",20,182.4,36,122.14,13927.58,8928.29,64.10510656,85985.85296,55121.32267,0.006228709
"bstriatula",21,202,36,104.64,13953.02,13953.02,100,84655.99558,84655.99558,0.009566128
"bstriatula",22,184.18,36,78.4,11331.45,5533.2,48.83046742,59137.31541,28877.02753,0.003263104
"bstriatula",23,184.05,36,90.21,11021.94,6428.4,58.32367079,66962.43109,39054.94786,0.004413209
"bstriatula",24,229.84,42,89,15632.49,11407.42,72.9725079,98605.99024,71955.26402,0.008130945
"bstriatula",25,169.4,40,132.22,13556.29,4985.97,36.77975316,93449.8196,34370.61298,0.003883879
"bstriatula",26,225.61,30,92.03,15831.93,15831.93,100,71097.37192,71097.37192,0.008034003
"bstriatula",27,185.26,42,115.15,13693.64,13693.64,100,97266.71128,97266.71128,0.010991138
"bstriatula",28,170.6,42,135.4,14542.55,14542.55,100,100871.6214,100871.6214,0.011398493
"bstriatula",29,183.45,50,129.8,14622.05,7755.38,53.03893777,126620.1866,67158.00197,0.007588854
"bstriatula",30,283.38,44,103.6,22179.63,NA,72.77393717,148951.5831,108397.9315,0.012248966
"bstriatula",31,273.91,44,86.04,19065.96,12584.09,66.00291829,121012.3421,79871.67726,0.0090255
"bstriatula",32,196.75,44,103.6,13972.04,8624.29,61.72534576,99648.32056,61508.27041,0.006950435
"bstriatula",33,165.16,40,126.18,11390.58,11390.58,100,87329.97063,87329.97063,0.009868287
"bstriatula",34,157.16,32,76.76,9017.58,5075.42,56.28361489,43271.55654,24354.79624,0.002752092
"bstriatula",35,97.47,36,107.29,7641.05,4345.36,56.86862408,36150.09347,20558.06076,0.002323061
"bstriatula",36,191.46,50,89.61,12642.3,10547.7,83.43181225,96735.53037,80708.20608,0.009120027
"bstriatula",37,149.9,42,82.36,9014.72,9014.72,100,57361.62299,57361.62299,0.006481863
"bstriatula",38,187.27,44,168.6,17574.6,17574.6,100,140428.3027,140428.3027,0.015868398
"bstriatula",39,308.6,28,132.76,26485.3,12082.27,45.61877721,130200.3485,59395.80691,0.006711726
"bstriatula",40,246.31,32,96.26,18617.1,1867.1,10.02895188,86946.43101,8719.815726,0.000985339
"bstriatula",41,196.14,44,97.62,13609.21,13609.21,100,94259.92375,94259.92375,0.010651371
"bstriatula",42,231.5,42,98.07,16012.44,16012.44,100,108505.0833,108505.0833,0.012261074
"bstriatula",43,252.82,32,157.58,21007.39,13869.2,66.02057657,138134.3104,91197.06818,0.010305269
"bstriatula",44,292.44,30,139.41,22071.55,22071.55,100,137303.6582,137303.6582,0.015515313
"bstriatula",45,265.65,48,111.07,19193.57,8241.17,42.93713989,161369.8316,69287.59032,0.007829498
"bstriatula",46,238.3,66,148.09,23115.39,23115.39,100,253127.2646,253127.2646,0.028603381
"bstriatula",47,221.07,56,102.83,17102.75,17102.75,100,143629.7608,143629.7608,0.016230163
"bstriatula",48,228.52,56,126.18,17499.17,17499.17,100,178373.4885,178373.4885,0.020156204
"bstriatula",49,319.13,60,157.38,33212.52,33212.52,100,337317.9764,337317.9764,0.038116931
"bstriatula",50,230.29,44,181.64,21961.07,21961.07,100,191414.1461,191414.1461,0.021629799
"bstriatula",51,214.43,46,104.87,15561.91,12800.47,82.25513449,115954.1473,95378.23981,0.010777741
"bstriatula",52,218.42,44,122.07,18845.08,10572.17,56.10042515,129275.2294,72523.95334,0.008195207
"bstriatula",53,389.84,30,181.31,42744.37,23929.46,55.98271772,238660.976,133608.9005,0.015097806
"bstriatula",54,208.99,32,106.08,14961.43,9362.78,62.57944595,79096.40355,49498.09111,0.005593284
"bstriatula",55,260.21,38,94.6,18817.28,18817.28,100,107898.9838,107898.9838,0.012192585
"bstriatula",56,168.34,36,99.28,11904,11904,100,65814.87898,65814.87898,0.007437081
"bstriatula",57,218.19,55,133.64,19480.59,8260.37,42.40307917,174581.9234,74028.1112,0.008365177
"bstriatula",58,325.47,45,196.14,31553.5,31553.5,100,312896.9647,312896.9647,0.035357357
"bstriatula",59,181.6,40,134.78,13535.64,6149.48,45.43176385,103097.4663,46838.99742,0.005292807
"bstriatula",60,132.22,27.5,131.62,11843.81,11843.81,100,47127.64084,47127.64084,0.005325423
"bstriatula",61,352.73,22,127.16,28554.68,19572.89,68.54529625,113821.9981,78019.62579,0.008816218
"bstriatula",62,288.05,20,123.96,23284.27,13169.56,56.55990074,81039.00546,45835.58105,0.005179421
"bstriatula",63,344.05,37.5,119.65,28502.25,16561.1,58.10453561,178650.9276,103804.2918,0.011729885
"bstriatula",64,194.37,30,84.73,12510.31,12510.31,100,56036.86519,56036.86519,0.006332166
"bstriatula",65,121.21,35,90.96,7451.14,5493.38,73.72536283,40609.38785,29939.41853,0.003383154
"bstriatula",66,199.32,34,115.75,15470.88,10403.3,67.24439722,85937.58104,57788.20835,0.006530068
"bstriatula",67,216.24,32,103.51,15725.55,7446.83,47.35497328,80408.24243,38077.30171,0.004302735
"bstriatula",68,257.76,33.33333333,88.98,17851.83,15664.92,87.74965928,88546.72173,77699.44662,0.008780037
"bstriatula",69,275.06,28.5,125.68,20751.83,18563.59,89.45519504,111127.8055,99409.59511,0.011233284
"bstriatula",70,188.89,26,124.82,14433.97,11909.28,82.50869303,65811.69935,54300.373,0.006135942
"bstriatula",71,187.68,24,97.62,12130.32,5587.69,46.06383014,48862.04554,22507.72966,0.002543373
"bstriatula",72,303.03,32.5,124.22,28886.66,28886.66,100,139536.414,139536.414,0.015767615
"bstriatula",73,329.4,30,114.68,27259.66,19090.65,70.03260496,131120.0507,91826.78712,0.010376427
"bstriatula",74,205.36,24,97,14733.71,10223.53,69.38870115,53732.8023,37284.4936,0.004213148
"bstriatula",75,203.22,18,94.36,13982.25,13982.25,100,38859.10664,38859.10664,0.004391079
"bstriatula",76,281.39,48,168.87,27161.85,15453.84,56.8953882,248693.2184,141494.972,0.015988932
"bstriatula",77,166.52,34.66666667,101.09,11388.6,7731.09,67.88446341,63557.07962,43145.38246,0.004875428
"bstriatula",78,248.88,34.5,112.58,18630.24,16058.39,86.19529324,109189.4444,94116.16177,0.010635126
"bstriatula",79,204.15,42,96.26,14220.25,14220.25,100,92894.96955,92894.96955,0.010497132
"bstriatula",80,126.63,38,113.79,9175.1,7635.69,83.22187224,55454.42491,46150.21065,0.005214974
"bstriatula",81,224.25,38,214.43,23462.63,17075.95,72.77935168,181755.7161,132280.6318,0.014947711
"bstriatula",82,314.15,40,104.42,25671,13030.69,50.76035215,152421.2015,77369.53864,0.008742758
"bstriatula",83,347.14,49,129.55,34297.98,26376.65,76.90438329,253603.805,195032.4423,0.022038666
"bstriatula",84,348.73,26,114.38,28042.56,22015.62,78.5078823,120538.4094,94632.15255,0.010693433
"bstriatula",85,147.84,33,84.77,7536.36,7536.36,100,45429.54511,45429.54511,0.005133539
"bstriatula",86,205.21,30,85.38,12461.92,8685.26,69.69439701,59890.05283,41740.01119,0.004716621
"bstriatula",87,236.4,39,131.85,20127.93,15721.37,78.10723706,133915.386,104597.608,0.01181953
"bstriatula",88,123.82,42,101.34,9144.17,6467.78,70.73118719,54569.7859,38597.85742,0.004361558
"bstriatula",89,277.45,33,112.18,20467.42,17353.05,84.78376855,117317.0499,99465.81608,0.011239637
"bstriatula",90,184.2,41,101.85,13985.57,11073.87,79.18068409,84915.81182,67236.9207,0.007597772
"bstriatula",91,221.68,33,98.22,15390.82,8029.31,52.16947505,81350.55968,42440.15994,0.004795738
"bstriatula",92,181.18,20,76.92,10196.26,9005.06,88.31728497,31682.68457,27981.28681,0.003161885
"bstriatula",93,237.55,40,104.12,16621.85,9007.95,54.19342612,112168.8488,60788.14223,0.00686906
"bstriatula",94,238.76,36,103.66,17081.12,11741.51,68.73969623,101093.3766,69491.27995,0.007852515
"bstriatula",95,279.86,36,110.16,22323.34,3556.48,15.93166614,127100.846,20249.28245,0.002288169
"bstriatula",96,213.22,40,123.61,16892.15,9386.37,55.56646134,115555.5252,64210.11623,0.007255743
"bstriatula",97,155.64,36,90.97,10266.06,6314.07,61.50431616,55846.77972,34348.17997,0.003881344
"bstriatula",98,130.11,40,116.77,10407.39,6385.39,61.35438376,61578.13813,37780.88718,0.00426924
"bstriatula",99,263.99,32,97.47,19116.3,11090.25,58.01462626,94827.32384,55013.71752,0.00621655
"bstriatula",100,151.41,38.5,96.26,9918.83,7026.45,70.83950426,60735.60405,43024.80081,0.004861802
"bstriatula",101,223.49,41,123.61,19183.3,14079.86,73.39644378,124951.9886,91710.31605,0.010363266
"bstriatula",102,178.61,32,89,11592.56,3834.59,33.07802591,56861.93897,18808.8069,0.002125395
"bstriatula",103,146.58,40,87.95,9351.11,8493.35,90.82718522,56334.33905,51166.89447,0.005781859
"bstriatula",104,144.76,37.5,98.37,9617.45,9617.45,100,57176.63645,57176.63645,0.00646096
"bstriatula",105,286.19,33.5,93.36,20325.02,16068.78,79.0591104,104111.3738,82309.52596,0.009300976
"bstriatula",106,130.26,30,90.06,8053.88,6085.29,75.55724694,37548.13196,28370.33479,0.003205848
"bstriatula",107,229.24,44,176.04,20373.13,13085.42,64.22881511,185662.589,119248.881,0.013475124
"bstriatula",108,195.24,21,85.08,12186.9,9297.01,76.28691464,39545.2809,30167.87468,0.00340897
"bstriatula",109,288.37,33,103.91,21947.84,21947.84,100,114107.8826,114107.8826,0.012894191
"bstriatula",110,214.12,22.5,82.81,13782.97,13782.97,100,45751.32026,45751.32026,0.005169899
"bstriatula",111,195.08,40,117.41,16250.39,8019.92,49.35216939,99905.70476,49305.63265,0.005571536
"bstriatula",112,247.07,30,100.04,17135.92,17135.92,100,84686.38085,84686.38085,0.009569561
"bstriatula",113,176.04,40.5,148.69,14015.28,14015.28,100,108734.21,108734.21,0.012286966
"bstriatula",114,256.59,34,96.26,17852.3,14214.44,79.62245761,96591.88928,76908.8361,0.008690698
"bstriatula",115,240.42,15,106.84,16128.77,10754.45,66.6786742,43576.1425,29055.99408,0.003283327
"bstriatula",116,201.88,30,113.48,14352.05,4062.42,28.30550339,75616.29311,21403.57241,0.002418604
"bstriatula",117,224.25,27.5,113.48,13838.26,10067.14,72.74859701,78026.25789,56763.00791,0.00641422
"bstriatula",118,205.21,27,113.48,14167.25,5473.93,38.63791491,69317.38089,26782.79064,0.003026455
"bstriatula",119,285.75,45,108.04,23363.85,16934.42,72.48129054,159732.3086,115776.0387,0.013082692
"bstriatula",120,260.52,37.5,92.78,18477.23,18477.23,100,104733.0136,104733.0136,0.011834831
"bstriatula",121,181.18,27.5,102.3,12258.77,7729.58,63.05347111,56046.78801,35339.44528,0.003993357
"bstriatula",122,211.86,34.5,165.47,20760.52,14225.73,68.52299461,125980.8284,86325.83626,0.009754819
"bstriatula",123,290.76,31.5,83.85,18537.93,15005.21,80.94328763,90100.23082,72930.08899,0.0082411
"bstriatula",124,157.61,33,81,9087.93,7162.8,78.81662821,46939.43877,36996.08294,0.004180557
"bstriatula",125,183.9,27,83.26,11420.31,8115.49,71.06190638,46697.48358,33184.12206,0.003749806
"bstriatula",126,324.27,33,179.53,29963.38,24164.01,80.64514084,211701.2678,170726.7856,0.019292127
"bstriatula",127,325.22,39.5,108.27,25648.71,25648.71,100,161535.5085,161535.5085,0.018253512
"bstriatula",128,369.81,45,175.2,35531.75,35531.75,100,327597.0141,327597.0141,0.037018463
"bstriatula",129,256.59,38,218.05,25777.4,22575.75,87.57962401,217492.7227,190479.3088,0.021524162
"bstriatula",130,236.49,40,142.04,18990.76,14390.4,75.77579834,146481.814,110997.764,0.012542747
"bstriatula",131,154.44,28.5,84.92,9731.97,9731.97,100,41267.78727,41267.78727,0.00466326
"bstriatula",132,285.17,31.5,144.53,23807.08,8960.89,37.63960133,144709.1093,54467.93182,0.006154876
"bstriatula",133,221.08,33,112.28,16302.49,16302.49,100,91319.27038,91319.27038,0.010319078
"bstriatula",134,247.97,34,97.16,18013.08,4043.98,22.45024171,93857.98711,21071.34497,0.002381062
"bstriatula",135,191.16,32,109.4,12988.52,6006.2,46.24237403,73463.83522,33971.42146,0.003838771
"bstriatula",136,219.26,45,114.84,16697.13,9290.34,55.64034059,125938.1991,70072.44292,0.007918186
"bstriatula",137,281.74,48,117,25866.23,20400.08,78.86762006,180373.9694,142256.6568,0.016075002
"bstriatula",138,172.77,30,80.78,10692.71,9144.85,85.52415618,47144.33949,40319.79853,0.004556137
"bstriatula",139,206.57,36,95.2,13509.31,10791.13,79.87920923,79843.595,63778.4323,0.007206963
"bstriatula",140,267.69,30,112.27,21465.29,10241.84,47.71349467,102610.9816,48959.28522,0.005532399
"bstriatula",141,289.68,36,101.72,23228.58,8016.44,34.51110658,122685.0158,42339.95656,0.004784415
"bstriatula",142,243.74,30,86.13,16651.98,7289.6,43.77617557,72800.98587,31869.48739,0.003601252
"bstriatula",143,174.68,30,147.79,15109.91,11111.51,73.53789665,79330.13248,58337.71084,0.006592161
"bstriatula",144,213.82,22.5,83.56,14453.46,10619.67,73.47493265,46057.36473,33840.61772,0.00382399
"bstriatula",145,306.5,58.5,123.96,25725.62,16298.13,63.35369177,254102.3004,160983.1882,0.0181911
"bstriatula",146,224.7,45,95.35,16174.98,5795.76,35.83163627,109725.51,39316.44564,0.004442758
