"ind","altura","d1","d2","ar","arp","prot","volume","biov","biomassa"
109,130.56,40,114.69,10995.04,6638.45,60.37676989,313613.1812,189349.5088,0.021396494
110,268.22,105,223.95,44517.21,44517.21,100,3302403.58,3302403.58,0.373171605
111,189.95,70,177.25,25612.45,16911.77,66.02948956,1234020.016,814817.1178,0.092074334
112,125.12,59,113.48,10170.71,10170.71,100,438628.3487,438628.3487,0.049565003
113,197.96,64,152.92,23645.5,23645.5,100,1014425.904,1014425.904,0.114630127
114,174.91,60,165.01,21048.91,21048.91,100,906723.3019,906723.3019,0.102459733
115,181.48,58,163.96,22389.75,22389.75,100,903635.525,903635.525,0.102110814
116,129.8,54,114.69,10458.4,7107.52,67.95991739,420913.2793,286052.3169,0.032323912
117,114.84,42,94.6,7979.21,7979.21,100,238908.8474,238908.8474,0.0269967
118,134.79,56,97.01,9855.05,3240.08,32.87735729,383407.6971,126054.3185,0.014244138
119,285.9,97,250.09,54606.07,54606.07,100,3631456.435,3631456.435,0.410354577
120,137.81,56,129.2,13401.22,13401.22,100,522071.392,522071.392,0.058994067
121,230.66,88,191.48,33048.08,28480.42,86.17874321,2035058.983,1753788.255,0.198178073
122,295.62,103,249.51,56343.49,14056.21,24.94735417,3977934.391,992389.381,0.11214
123,215.48,62,183.9,29977.86,29977.86,100,1286408.817,1286408.817,0.145364196
124,160.78,58,150.51,17847.35,17847.35,100,734892.806,734892.806,0.083042887
125,140.23,52,111.67,12258.37,12258.37,100,426362.9085,426362.9085,0.048179009
126,222.13,68,203.85,33799.89,33799.89,100,1612224.318,1612224.318,0.182181348
127,219.72,64,212.46,34282.86,14360.17,41.88731629,1564319.157,655251.3131,0.074043398
128,280.74,90,270.18,54490.29,54490.29,100,3574362.744,3574362.744,0.40390299
129,140.23,44,118.47,12144.8,12144.8,100,382737.1524,382737.1524,0.043249298
130,100.79,27,90.97,6590.12,6590.12,100,129621.7936,129621.7936,0.014647263
131,204,64,197.2,29622.68,8370.51,28.25709895,1348080.027,380928.3073,0.043044899
132,129.35,50,100.79,9809.47,9809.47,100,341312.7445,341312.7445,0.03856834
133,171.06,48,145.67,17373.22,17373.22,100,626265.4422,626265.4422,0.070767995
134,120.28,40,110.46,9964.24,9965.24,100.0100359,278264.0309,278291.9572,0.031446991
135,134.64,42,100.79,9728.6,9728.6,100,298427.9262,298427.9262,0.033722356
136,113.48,30,102.45,8607.56,8607.56,100,182621.1894,182621.1894,0.020636194
137,196.6,79,174.23,25491.68,3154,12.37266434,1416877.043,175305.4406,0.019809515
138,122.77,32,108.35,9694.6,9694.6,100,222879.319,222879.319,0.025185363
139,151.01,55,141.8,16091.48,16091.48,100,616656.41,616656.41,0.069682174
140,283.63,88,231.22,50587.66,50587.66,100,3021752.265,3021752.265,0.341458006
141,143.86,48,140.84,15020.13,15020.13,100,509220.5623,509220.5623,0.057541924
142,221.79,72,209.27,32729.7,18922.76,57.81525648,1749766.325,1011631.888,0.114314403
143,197.2,68,153.68,23560.33,15512.52,65.84169237,1079025.722,710448.7964,0.080280714
144,259.16,97,242.84,45669.19,45669.19,100,3196381.086,3196381.086,0.361191063
145,228.18,74,207.02,34291.25,34291.25,100,1830291.329,1830291.329,0.20682292
146,123.76,47,115.3,10260.66,10260.66,100,351160.8473,351160.8473,0.039681176
147,163.96,66,160.78,19408.46,19408.46,100,910987.6552,910987.6552,0.102941605
148,152.32,50,147.48,16282.7,16282.7,100,588110.1661,588110.1661,0.066456449
149,265.2,88,225.16,45476.25,10135.98,22.28851323,2751351.353,613235.3105,0.06929559
150,186.32,64,165.01,23197.24,23197.24,100,1030263.553,1030263.553,0.116419781
151,145.77,63,129.91,13930.8,9470.35,67.98137939,624668.9343,424658.5581,0.047986417
152,313.5,120,306.91,72374.89,72374.89,100,6045447.483,6045447.483,0.683135566
153,141.44,47,123.76,11957.55,11957.55,100,430773.5494,430773.5494,0.048677411
154,167.58,60,148.69,18218.59,11377.2,62.44830143,782805.4134,488848.6842,0.055239901
155,242.23,69,196.75,34533.08,34533.08,100,1721830.448,1721830.448,0.194566841
156,362.11,140,326.56,88889.74,40342.51,45.38488919,8668224.763,3934064.203,0.444549255
157,303.72,92,264.99,60321.26,60321.26,100,3876942.198,3876942.198,0.438094468
158,203.4,62,164.56,25852.94,11447.08,44.27767209,1086589.588,481116.5747,0.054366173
159,131.77,56,122.55,11928.53,6547.14,54.88639422,473496.2141,259884.9987,0.029367005
161,152.02,46,133.13,15302.13,3645.2,23.82152027,487453.4116,116118.8133,0.013121426
162,115.3,39,101.85,8745.91,8745.91,100,239802.4247,239802.4247,0.027097674
163,105.02,35,97.16,7554.78,7554.78,100,186993.3606,186993.3606,0.02113025
164,240.12,80,196.14,34580.98,26928.77,77.87162191,1972800.253,1536251.554,0.173596426
165,138.72,52,110.01,11015.36,4893.5,44.42433112,415502.0882,184584.0235,0.020857995
166,113.03,42,80.69,7043.35,7043.35,100,200567.867,200567.867,0.022664169
167,117.26,48,102.6,8678.29,8678.29,100,302368.8933,302368.8933,0.034167685
168,74.5,27,72.08,3680.21,3680.21,100,75916.021,75916.021,0.00857851
169,169.24,64,133.73,16428.47,16428.47,100,758421.1884,758421.1884,0.085701594
170,475.5,186,421.78,146589.54,120389.75,82.12710811,19532060.93,16041116.79,1.812646198
171,211.86,76,189.34,30257.1,30257.1,100,1596259.722,1596259.722,0.180377349
172,149.6,50,143.56,15691.45,15691.45,100,562255.445,562255.445,0.063534865
173,95.2,34,84.17,6319.24,6319.24,100,142650.0128,142650.0128,0.016119451
174,131.92,60,116.05,11742.43,5548.8,47.2542736,480956.3468,227272.4281,0.025681784
175,176.5,64,161.24,19697.01,19697.01,100,953665.5522,953665.5522,0.107764207
176,147.79,48,123.46,13473.54,13473.54,100,458575.8519,458575.8519,0.051819071
177,157.46,56,134.34,15363.93,8150.97,53.05263692,620243.5268,329055.5463,0.037183277
178,149.6,48,122.85,13271.64,13271.64,100,461898.5661,461898.5661,0.052194538
179,346.65,100,342.64,73764.5,73764.5,100,6219104.986,6219104.986,0.702758863
180,180.12,48,172.87,22774.04,22774.04,100,782566.8195,782566.8195,0.088430051
181,218.85,69,171.75,29273.94,29273.94,100,1357972.608,1357972.608,0.153450905
182,185.11,69,158.38,21604.23,21604.23,100,1059199.904,1059199.904,0.119689589
184,173.31,50,143.75,19718.69,9315.6,47.24248923,652228.9961,308129.2133,0.034818601
185,430.87,157,385.4,122848.14,122848.14,100,13650741.47,13650741.47,1.542533787
186,171.06,64,149.6,18486.44,13494.46,72.99653151,857548.4328,625980.612,0.070735809
187,153.98,64,139.32,16458.52,16458.52,100,718879.9606,718879.9606,0.081233436
188,219.87,79,196.75,33144.2,13745.27,41.47111712,1789395.872,742082.4578,0.083855318
189,184.36,72,182.09,23598.74,23598.74,100,1265563.422,1265563.422,0.143008667
190,136.91,54,106.84,11056.94,11056.94,100,413581.8124,413581.8124,0.046734745
191,105.02,39,102,7777.66,7777.66,100,218743.6301,218743.6301,0.02471803
192,345.09,110,302.28,83040.36,83040.36,100,6008043.876,6008043.876,0.678908958
193,119.68,47,112.88,9455.41,9455.41,100,332456.6785,332456.6785,0.037567605
194,328.84,120,306.77,76545.24,42191.56,55.11976969,6338367.182,3493693.393,0.394787353
195,188.74,52,158.82,22280.26,22280.26,100,816152.1112,816152.1112,0.092225189
196,315.93,110,302.81,70526.64,44437.19,63.00766632,5510010.015,3471728.725,0.392305346
197,400.48,168,338.56,104339.97,69945.16,67.03582529,11926812.24,7995237.017,0.903461783
198,229.54,77,223.42,37436.4,22308.94,59.59157398,2067615.467,1232124.601,0.13923008
199,260.35,85,235.48,45173.7,18863.52,41.75774842,2728532.664,1139373.806,0.12874924
200,208.94,82,176.76,28879.14,11628.79,40.26709244,1585689.163,638510.9209,0.072151734
201,169.09,62,131.32,16757.94,8810.83,52.57704706,720840.3852,378996.5885,0.042826615
202,184.36,66,152.62,20511.81,17268.07,84.18598846,972345.7193,818578.8551,0.092499411
203,113.64,47,95.35,7326.45,7326.45,100,266654.1842,266654.1842,0.030131923
205,261.82,84,215.95,43342.54,28670.53,66.14870748,2486760.357,1644959.834,0.185880461
206,131.32,50,124.67,11699.06,11699.06,100,428609.1718,428609.1718,0.048432836
207,150.96,60,191.16,22069.76,22069.76,100,906585.5274,906585.5274,0.102444165
208,168.49,60,133.13,17312.79,17312.79,100,704692.9636,704692.9636,0.079630305
209,119.68,42,106.84,9037.27,9037.27,100,281192.2667,281192.2667,0.031774726
210,137.51,56,136.3,13056.59,8884.51,68.04617438,549562.1163,373955.996,0.042257028
211,178.92,56,153.98,19701.64,19701.64,100,807811.1702,807811.1702,0.091282662
212,206.42,64,182.69,27342.6,27342.6,100,1263703.376,1263703.376,0.142798482
213,174.68,44,142.8,19282.34,19282.34,100,574675.5095,574675.5095,0.064938333
214,133.13,44,115.45,10921.01,10921.01,100,354096.1201,354096.1201,0.040012862
215,166.22,44,131.92,16674.63,16674.63,100,505178.9192,505178.9192,0.057085218
216,178.92,63,135.09,18987.58,18987.58,100,797299.0801,797299.0801,0.090094796
217,163.05,50,122.1,14735.03,4274.13,29.00659177,521200.8242,151182.5954,0.017083633
218,140.53,48,110.01,11203.75,8548.43,76.29972108,388544.7728,296458.5779,0.033499819
219,110.01,40,100.79,7987.29,7987.29,100,232224.6,232224.6,0.02624138
220,188.74,63,147.79,21511.83,21511.83,100,920127.841,920127.841,0.103974446
221,120.78,32,105.78,9154.77,6732.88,73.5450481,214065.7509,157434.7595,0.017790128
222,125.12,34,109.86,10256.39,10256.39,100,244705.5784,244705.5784,0.02765173
223,185.72,58,155.19,22626.91,22656.91,100.1325855,875284.0692,876444.5689,0.099038236
224,115.45,40,114.84,9334.09,9334.09,100,277680.7251,277680.7251,0.031377922
225,110.61,40,93.54,6907.51,6907.51,100,216695.739,216695.739,0.024486619
226,232.34,86,191.35,31526.1,31526.1,100,2001932.938,2001932.938,0.226218422
227,147.79,54,131.16,14100.22,7009.66,49.71312504,548073.5447,272464.4866,0.030788487
228,111.67,49,101.4,8035.9,3526.07,43.87896813,290515.4097,127475.1641,0.014404694
229,129.5,55,110.61,10952.08,10952.08,100,412501.4435,412501.4435,0.046612663
230,194.33,68,136.76,17265.79,17265.79,100,946251.2754,946251.2754,0.106926394
231,180.12,60,158.21,21120.43,21120.43,100,895252.9105,895252.9105,0.101163579
