"ind","altura","d1","d2","ar","arp","prot","volume","biov","biomassa"
1,100.79,66,97.77,6760.61,6760.61,100,170269.01459725,170269.01459725,0.0192403986494892
2,105.02,66,104.27,7042.55,7042.55,100,189209.940759078,189209.940759078,0.0213807233057759
3,126.78,68,80.09,6988.77,6988.77,100,180761.768028438,180761.768028438,0.0204260797872135
4,161.24,62,137.96,13246.25,3973.36,29.9961121072001,361065.747783005,108305.686485691,0.012238542572883
