"species","ind","altura","d1","raio","ar","arp","prot","volume","biov","biomassa"
"ncavalliensis",62,52,142.81,71.4,16017.78,16017.78,100,490030.7325,490030.7325,0.055373473
"ncavalliensis",63,36,108.92,54.46,9318.34,4557.93,48.91354039,192146.2432,93985.53029,0.010620365
"ncavalliensis",64,66,228.86,114.43,41135.24,28022.9,68.12382765,1508044.339,1027337.526,0.11608914
"ncavalliensis",65,56,182.56,91.28,26176.8,4598.13,17.56566884,824876.7002,144895.1095,0.016373147
"ncavalliensis",66,46,143.82,71.91,16245.9,16245.9,100,424607.5251,424607.5251,0.04798065
"ncavalliensis",67,42,127.42,63.71,12750.95,9617.68,75.42716425,306576.2339,231241.7595,0.026130319
"ncavalliensis",68,60,183.76,91.88,26521.5,16325.4,61.55534189,908730.9084,559372.4176,0.063209083
"ncavalliensis",69,50,152.85,76.43,18349.75,18349.75,100,524243.7106,524243.7106,0.059239539
"ncavalliensis",70,33,127,63.5,12667.59,12667.59,100,227833.4044,227833.4044,0.025745175
"ncavalliensis",71,44,149.68,74.84,17595.99,17595.99,100,431717.3375,431717.3375,0.048784059
"ncavalliensis",72,42,137.1,68.55,14763.17,9529.87,64.55165117,348808.3699,225161.5622,0.025443257
"ncavalliensis",73,32,116.99,58.55,10750.28,10750.28,100,189472.5108,189472.5108,0.021410394
"ncavalliensis",74,48,134.58,67.29,14224.07,14224.07,100,399304.7779,399304.7779,0.04512144
"ncavalliensis",75,66,163.27,81.64,20936.85,2452.28,11.71274571,841519.439,98565.03198,0.011137849
"ncavalliensis",76,36,117.42,58.71,10827.75,4503.96,41.59645356,219344.5973,91239.57356,0.010310072
"ncavalliensis",77,75,188.61,94.31,27939.81,10269.48,36.75572597,1268737.232,466333.5801,0.052695695
"ncavalliensis",78,73,171.13,85.56,23000.72,17044.69,74.10502802,1043118.444,773003.215,0.087349363
"ncavalliensis",79,72,156.27,78.13,19178.58,7401,38.58992689,885811.9106,341834.1687,0.038627261
"ncavalliensis",80,88,230.56,115.28,41751.81,41751.81,100,2193823.524,2193823.524,0.247902058
"ncavalliensis",81,82,212.59,106.3,35496.86,35496.86,100,1744155.557,1744155.557,0.197089578
"ncavalliensis",82,35,101.23,50.61,8047.81,8047.81,100,163268.0835,163268.0835,0.018449293
"ncavalliensis",83,30,95.07,47.53,7097.94,7097.94,100,120594.7888,120594.7888,0.013627211
"ncavalliensis",84,58,165.97,82.99,21635.42,16505.67,76.29003736,729639.6992,556642.3991,0.062900591
"ncavalliensis",85,54,162.41,81.2,20715.68,16230.86,78.35060206,641723.3297,502794.0923,0.056815732
"ncavalliensis",86,74,216.48,108.24,36807.99,8152.01,22.14739245,1574018.17,348603.9815,0.03939225
"ncavalliensis",87,60,179.11,89.56,25196.59,25196.59,100,869058.1727,869058.1727,0.098203574
"ncavalliensis",88,69,162.12,81.06,20642.8,20642.8,100,884174.4365,884174.4365,0.099911711
"ncavalliensis",89,47,143.36,71.68,16142.6,8814.51,54.60402909,433688.5712,236811.4336,0.026759692
"ncavalliensis",90,78,194.24,97.12,29633.8,22097.11,74.56725091,1404139.491,1047028.218,0.118314189
"ncavalliensis",91,80,189.11,94.55,28086.79,22536.79,80.23982093,1391478.721,1116520.034,0.126166764
"ncavalliensis",92,82,228.5,114.25,41008.55,41008.55,100,1969999.225,1969999.225,0.222609912
"ncavalliensis",93,46,148.96,74.48,17426.98,13396.24,76.87069131,451792.081,347295.6959,0.039244414
