"ind","altura","d1","raio","ar","arp","prot","volume","biov","biomassa"
1,50,121.31,60.66,11558.39,11558.39,100,354447.751217255,354447.751217255,0.0400525958875499
2,60,147.29,73.65,17038.95,17038.95,100,624327.687111808,624327.687111808,0.0705490286436343
3,93,242.86,121.43,46324.83,13815.65,29.8234229893558,2575205.55765501,768014.446304854,0.0867856324324485
4,118,293.22,146.61,67526.63,26659.73,39.4803205787109,4844378.9140676,1912576.32532136,0.216121124761314
